LangID	Name
fcs	Quebec Sign Language
fer	Feroge
ffi	Foia Foia
ffm	Fulfulde, Maasina
ffm	Maasina Fulfulde
fgr	Fongoro
fia	Nobiin
fie	Fyer
fij	Fidschi
fij	Fiji
fij	Fijian
fil	Filipino
fil	Pilipino
fin	Finnisch
fin	Finnish
fip	Fipa
fir	Firan
fit	Finnish, Tornedalen
fit	Tornedalen Finnish
fiw	Fiwaga
fkk	Kirya-Konzel
fkk	Kirya-Konzəl
fkv	Finnish, Kven
fkv	Kven
fkv	Kven Finnish
fla	Kalispel-Pend d'Oreille
fla	Kalispel-Pend d’Oreille
flh	Foau
fli	Fali
fll	Fali, North
fll	North Fali
fln	Flinders Island
flr	Fuliiru
fly	Flaaitaal
fly	Tsotsitaal
fmp	Fe'fe'
fmp	Fe’fe’
fmu	Far Western Muria
fmu	Muria, Far Western
fng	Fanagalo
fng	Pidgin Bantu
fni	Fania
fod	Foodo
foi	Foi
fom	Foma
fon	Fon
for	Fore
fos	Siraya
fpe	Creole English, Fernando Po
fpe	Equatorial Guinean Pidgin
fpe	Fernando Po Creole English
fqs	Fas
fra	Französisch
fra	French
frc	Cajun French
frc	French, Cajun
frd	Fordata
frk	Frankish
frm	French, Middle
frm	Middle French
fro	Altfranzösisch
fro	French, Old
fro	Old French
frp	Arpitan
frp	Franco-Provençal
frp	Francoprovençal
frq	Forak
frr	Frisian, Northern
frr	Nordfriesisch
frr	North Frisian
frr	Northern Frisian
frs	Eastern Frisian
frs	Frisian, Eastern
frs	Saxon, East Frisian Low
frt	Fortsenal
fry	Friesian
fry	Friesisch
fry	Frisian
fry	Frisian, Western
fry	West Frisian
fry	Western Frisian
fry	Westfriesisch
fse	Finnish Sign Language
fsl	French Sign Language
fss	Finland-Swedish Sign Language
fss	finlandssvenskt teckenspråk
fss	suomenruotsalainen viittomakieli
fub	Adamawa Fulfulde
fub	Fulfulde, Adamawa
fuc	Pulaar
fud	East Futuna
fud	Futuna, East
fud	Futunan
fue	Borgu Fulfulde
fue	Fulfulde, Borgu
fuf	Pular
fuh	Fulfulde, Western Niger
fuh	Western Niger Fulfulde
fui	Bagirmi Fulfulde
fui	Fulfulde, Bagirmi
fuj	Ko
ful	Fula(ni)
ful	Fulah
fum	Fum
fun	Fulniô
fun	Iatê
fuq	Central-Eastern Niger Fulfulde
fuq	Fulfulde, Central-Eastern Niger
fur	Friulian
fut	Futuna-Aniwa
fuu	Furu
fuv	Fulfulde, Nigerian
fuv	Nigerian Fulfulde
fuy	Fuyug
fvr	Fur
fwa	Fwâi
fwe	Fwe
gaa	Ga
gab	Gabri
gac	Great Andamanese, Mixed
gac	Mixed Great Andamanese
gad	Gaddang
gae	Guarequena
gaf	Gende
gag	Gagauz
gah	Alekano
gai	Borei
gai	Mbore
gaj	Gadsup
gak	Gamkonora
gal	Galolen
gam	Kandawo
gan	Chinese, Gan
gan	Gan Chinese
gao	Gants
gap	Gal
gaq	Gata'
gaq	Gata’
gar	Galeya
gas	Adiwasi Garasia
gas	Garasia, Adiwasi
gat	Kenati
gau	Gadaba, Mudhili
gau	Mudhili Gadaba
gaw	Nobonob
gax	Borana-Arsi-Guji Oromo
gax	Oromo, Borana-Arsi-Guji
gay	Gayo
gaz	Oromo, West Central
gaz	West Central Oromo
gba	Gbaya (Central African Republic)
gbb	Kaytetye
gbd	Karadjeri
gbe	Niksek
gbf	Gaikundi
gbg	Gbanziri
gbh	Defi Gbe
gbh	Gbe, Defi
gbi	Galela
gbj	Bodo Gadaba
gbj	Gadaba, Bodo
gbk	Gaddi
gbl	Gamit
gbm	Garhwali
gbn	Mo'da
gbn	Mo’da
gbo	Grebo, Northern
gbo	Northern Grebo
gbp	Gbaya-Bossangoa
gbq	Gbaya-Bozoum
gbr	Gbagyi
gbs	Gbe, Gbesi
gbs	Gbesi Gbe
gbu	Gagadu
gbv	Gbanu
gbw	Gabi-Gabi
gbx	Eastern Xwla Gbe
gbx	Gbe, Eastern Xwla
gby	Gbari
gbz	Dari, Zoroastrian
gbz	Zoroastrian Dari
gcc	Mali
gcd	Ganggalida
gce	Galice
gcf	Creole French, Guadeloupean
gcf	Guadeloupean Creole
gcf	Guadeloupean Creole French
gcl	Creole English, Grenadian
gcl	Grenadian Creole English
gcn	Gaina
gcr	Creole French, Guianese
gcr	French Guianese Creole
gcr	Guianese Creole French
gct	Colonia Tovar German
gct	German, Colonia Tovar
gda	Gade Lohar
gda	Lohar, Gade
gdb	Gadaba, Pottangi Ollar
gdb	Pottangi Ollar Gadaba
gdc	Gugu Badhun
gdd	Gedaged
gde	Gude
gdf	Guduf-Gava
gdg	Ga'dang
gdg	Ga’dang
gdh	Gadjerawang
gdi	Gundi
gdj	Gurdjar
gdk	Gadang
gdl	Dirasha
gdm	Laal
gdn	Umanakaina
gdo	Ghodoberi
gdo	Godoberi
gdq	Mehri
gdr	Wipi
gds	Ghandruk Sign Language
gdt	Kungardutyi
gdu	Gudu
gdx	Godwari
gea	Geruma
geb	Kire
gec	Gboloo Grebo
gec	Grebo, Gboloo
ged	Gade
geg	Gengle
geh	German, Hutterite
geh	Hutterisch
geh	Hutterite German
gei	Gebe
gej	Gen
gek	Yiwom
gek	Ywom
gel	ut-Ma'in
gel	ut-Ma’in
gem	Germanic languages
geq	Geme
ges	Geser-Gorom
gev	Eviya
gew	Gera
gex	Garre
gey	Enya
gez	Geez
gfk	Patpatar
gft	Gafat
gga	Gao
ggb	Gbii
ggd	Gugadj
gge	Guragone
ggg	Gurgula
ggk	Kungarakany
ggl	Ganglau
ggn	Eastern Gurung
ggn	Gurung, Eastern
ggo	Gondi, Southern
ggo	Southern Gondi
ggt	Gitua
ggu	Gagu
ggu	Gban
ggw	Gogodala
gha	Ghadamès
ghc	Gaelic, Hiberno-Scottish
ghc	Hiberno-Scottish Gaelic
ghe	Ghale, Southern
ghe	Southern Ghale
ghh	Ghale, Northern
ghh	Northern Ghale
ghk	Geko Karen
ghk	Karen, Geko
ghl	Ghulfan
ghn	Ghanongga
gho	Ghomara
ghr	Ghera
ghs	Guhu-Samane
ght	Ghale, Kutang
ght	Kuke
ght	Kutang Ghale
gia	Kitja
gib	Gibanawa
gic	Gail
gid	Gidar
gig	Goaria
gih	Githabul
gil	Gilbertese
gil	Kiribati
gim	Gimi (Eastern Highlands)
gin	Hinukh
gip	Gimi
gip	Gimi (West New Britain)
giq	Gelao, Green
giq	Green Gelao
gir	Gelao, Red
gir	Red Gelao
gis	Giziga, North
gis	North Giziga
git	Gitxsan
giu	Mulao
giw	Duoluo
giw	Gelao, White
giw	White Gelao
gix	Gilima
giy	Giyug
giz	Giziga, South
giz	South Giziga
gji	Geji
gjk	Kachi Koli
gjk	Koli, Kachi
gjm	Gunditjmara
gjn	Gonja
gju	Gujari
gka	Guya
gke	Ndai
gkn	Gokana
gko	Kok-Nar
gkp	Guinea Kpelle
gkp	Kpelle, Guinea
gku	ǂUngkue
gku	‡Ungkue
gla	Gaelic
gla	Gaelic, Scottish
gla	Schottisch-Gälisch
gla	Scottish Gaelic
glc	Bon Gula
gld	Nanai
gle	Irisch
gle	Irish
glg	Galician
glg	Galicisch
glh	Northwest Pashai
glh	Northwest Pashayi
glh	Pashai, Northwest
glh	Pashayi, Northwest
gli	Guliguli
glj	Gula Iro
glk	Gilaki
gll	Garlali
glo	Galambu
glr	Glaro-Twabo
glu	Gula (Chad)
glv	Manx
glw	Glavda
gly	Gule
gma	Gambera
gmb	Gula'alaa
gmb	Gula’alaa
gmd	Mághdì
gmg	Magiyi
gmg	Magɨyi
gmh	German, Middle High
gmh	Middle High German
gmh	Mittelhochdeutsch
gml	German, Middle Low
gml	Middle Low German
gmm	Gbaya-Mbodomo
gmn	Gimnime
gmu	Gumalu
gmv	Gamo
gmx	Magoma
gmy	Greek, Mycenaean
gmy	Linear B
gmy	Mycenaean Greek
gmz	Mgbolizhia
gna	Kaansa
gnb	Gangte
gnc	Guanche
gnd	Zulgo-Gemzek
gne	Ganang
gng	Ngangam
gnh	Lere
gni	Gooniyandi
gnk	//Gana
gnk	||Gana
gnl	Gangulu
gnm	Ginuman
gnn	Gumatj
gno	Gondi, Northern
gno	Northern Gondi
gnq	Gana
gnr	Gureng Gureng
gnt	Guntai
gnu	Gnau
gnw	Guaraní, Western Bolivian
gnw	Western Bolivian Guaraní
gnz	Ganzi
goa	Guro
gob	Playero
goc	Gorakor
god	Godié
goe	Gongduk
gof	Gofa
gog	Gogo
goh	Althochdeutsch
goh	Frühneuhochdeutsch
goh	German, Old High
goh	Old High German
goi	Gobasi
goj	Gowlan
gok	Gowli
gol	Gola
gom	Goan Konkani
gom	Konkani, Goan
gon	Gondi
goo	Gone Dau
gop	Yeretuar
goq	Gorap
gor	Gorontalo
gos	Gronings
got	Gothic
got	Gotisch
gou	Gavar
gow	Gorowa
gox	Gobu
goy	Goundo
goz	Gozarkhani
gpa	Gupa-Abawa
gpe	Ghanaian Pidgin English
gpe	Pidgin English, Ghanaian
gpn	Taiap
gqa	Ga'anda
gqa	Ga’anda
gqi	Guiqiong
gqn	Guana (Brazil)
gqr	Gor
gqu	Qau
gra	Garasia, Rajput
gra	Rajput Garasia
grb	Grebo
grc	Altgriechisch
grc	Ancient Greek
grc	Greek, Ancient
grd	Guruntum-Mbaaru
grg	Madi
grh	Gbiri-Niragu
gri	Ghari
grj	Grebo, Southern
grj	Southern Grebo
grm	Kota Marudu Talantang
grn	Guarani
gro	Groma
grq	Gorovu
grr	Taznatit
grs	Gresi
grt	Garo
gru	Kistane
grv	Central Grebo
grv	Grebo, Central
grw	Gweda
grx	Guriaso
gry	Barclayville Grebo
gry	Grebo, Barclayville
grz	Guramalum
gse	Ghanaian Sign Language
gsg	German Sign Language
gsl	Gusilay
gsm	Guatemalan Sign Language
gsn	Gusan
gso	Gbaya, Southwest
gso	Southwest Gbaya
gsp	Wasembo
gss	Greek Sign Language
gsw	Alemannic
gsw	Alsatian
gsw	German, Swiss
gsw	Swiss German
gta	Guató
gtu	Aghu-Tharnggala
gua	Shiki
gub	Guajajára
guc	Wayuu
gud	Dida, Yocoboué
gud	Yocoboué Dida
gue	Gurinji
guf	Gupapuyngu
gug	Guaraní, Paraguayan
gug	Paraguayan Guaraní
guh	Guahibo
gui	Eastern Bolivian Guaraní
gui	Guaraní, Eastern Bolivian
guj	Gujarati
guk	Gumuz
gul	Creole English, Sea Island
gul	Sea Island Creole English
gum	Guambiano
gun	Guaraní, Mbyá
gun	Mbyá Guaraní
guo	Guayabero
gup	Gunwinggu
guq	Aché
gur	Farefare
gus	Guinean Sign Language
gut	Maléku Jaíka
guu	Yanomamö
guv	Gey
guw	Gun
gux	Gourmanchéma
guz	Ekegusii
guz	Gusii
gva	Guana
gva	Guana (Paraguay)
gvc	Guanano
gve	Duwet
gvf	Golin
gvj	Guajá
gvl	Gulay
gvm	Gurmana
gvn	Kuku-Yalanji
gvo	Gavião Do Jiparaná
gvo	Gavião do Jiparaná
gvp	Gavião, Pará
gvp	Pará Gavião
gvr	Gurung, Western
gvr	Western Gurung
gvs	Gumawana
gvy	Guyani
gwa	Mbato
gwb	Gwa
gwc	Kalami
gwd	Gawwada
gwe	Gweno
gwf	Gowro
gwg	Moo
gwi	Gwichʼin
gwi	Gwich’in
gwj	/Gwi
gwj	|Gwi
gwm	Awngthim
gwn	Gwandara
gwr	Gwere
gwt	Gawar-Bati
gwu	Guwamu
gww	Kwini
gwx	Gua
gxx	Wè Southern
gya	Gbaya, Northwest
gya	Northwest Gbaya
gyb	Garus
gyd	Kayardild
gye	Gyem
gyf	Gungabula
gyg	Gbayi
gyi	Gyele
gyl	Gayil
gym	Ngäbere
gyn	Creole English, Guyanese
gyn	Guyanese Creole English
gyr	Guarayu
gyy	Gunya
gza	Ganza
gzi	Gazi
gzn	Gane
haa	Han
haa	Hän
hab	Hanoi Sign Language
hac	Gurani
had	Hatam
hae	Eastern Oromo
hae	Oromo, Eastern
haf	Haiphong Sign Language
hag	Hanga
hah	Hahon
hai	Haida
haj	Hajong
hak	Chinese, Hakka
hak	Hakka Chinese
hal	Halang
ham	Hewa
han	Hangaza
hao	Hakö
hap	Hupla
haq	Ha
har	Harari
has	Haisla
hat	Creole, Haitian
hat	Haitian
hat	Haitian Creole
hat	Haitianisch
hau	Hausa
hav	Havu
haw	Hawaiian
haw	Hawaiianisch
hax	Haida, Southern
hax	Southern Haida
hay	Haya
haz	Hazaragi
hba	Hamba
hbb	Huba
hbb	Nya Huba
hbn	Heiban
hbo	Ancient Hebrew
hbo	Hebrew, Ancient
hbs	Serbo-Croatian
hbs	Serbokroatisch
hbu	Habu
hbu	Habun
hca	Andaman Creole Hindi
hca	Creole Hindi, Andaman
hch	Huichol
hdn	Haida, Northern
hdn	Northern Haida
hds	Honduras Sign Language
hdy	Hadiyya
hea	Miao, Northern Qiandong
hea	Northern Qiandong Miao
heb	Hebrew
heb	Hebräisch
hed	Herdé
heg	Helong
heh	Hehe
hei	Heiltsuk
hem	Hemba
her	Herero
hgm	Hai//om
hgm	Hai||om
hgw	Haigwai
hhi	Hoia Hoia
hhr	Kerak
hhy	Hoyahoya
hia	Lamang
hib	Hibito
hid	Hidatsa
hif	Fiji Hindi
hif	Hindi, Fiji
hig	Kamwe
hih	Pamosu
hii	Hinduri
hij	Hijuk
hik	Seit-Kaitetu
hil	Hiligaynon
hin	Hindi
hio	Tsoa
hir	Himarimã
hit	Hittite
hit	Hittite Cuneiform
hiw	Hiw
hix	Hixkaryana
hix	Hixkaryána
hji	Haji
hka	Kahe
hke	Hunde
hkk	Hunjara-Kaina Ke
hks	Heung Kong Sau Yue
hks	Hong Kong Sign Language
hla	Halia
hlb	Halbi
hld	Halang Doan
hle	Hlersu
hlt	Chin, Matu
hlt	Matu Chin
hlu	Hieroglyphic Luwian
hlu	Luwian, Hieroglyphic
hma	Hmong, Southern Mashan
hma	Miao, Southern Mashan
hma	Southern Mashan Hmong
hma	Southern Mashan Miao
hmb	Humburi Senni Songhay
hmb	Songhay, Humburi Senni
hmc	Central Huishui Hmong
hmc	Central Huishui Miao
hmc	Hmong, Central Huishui
hmc	Miao, Central Huishui
hmd	A-Hmao
hmd	A-hmaos
hmd	Da-Hua Miao
hmd	Large Flowery Miao
hmd	Miao, Da-Hua
hmd	Miao, Large Flowery
hme	Eastern Huishui Hmong
hme	Eastern Huishui Miao
hme	Hmong, Eastern Huishui
hme	Miao, Eastern Huishui
hmf	Hmong Don
hmg	Hmong, Southwestern Guiyang
hmg	Miao, Southwestern Guiyang
hmg	Southwestern Guiyang Hmong
hmh	Hmong, Southwestern Huishui
hmh	Miao, Southwestern Huishui
hmh	Southwestern Huishui Hmong
hmh	Southwestern Huishui Miao
hmi	Hmong, Northern Huishui
hmi	Miao, Northern Huishui
hmi	Northern Huishui Hmong
hmi	Northern Huishui Miao
hmj	Ge
hmj	Gejia
hmk	Maek
hml	Hmong, Luopohe
hml	Luopohe Hmong
hml	Luopohe Miao
hml	Miao, Luopohe
hmm	Central Mashan Hmong
hmm	Central Mashan Miao
hmm	Hmong, Central Mashan
hmm	Miao, Central Mashan
hmn	Hmong
hmn	Mong
hmo	Hiri Motu
hmo	Motu, Hiri
hmp	Hmong, Northern Mashan
hmp	Miao, Northern Mashan
hmp	Northern Mashan Hmong
hmp	Northern Mashan Miao
hmq	Eastern Qiandong Miao
hmq	Miao, Eastern Qiandong
hmr	Hmar
hms	Miao, Southern Qiandong
hms	Southern Qiandong Miao
hmt	Hamtai
hmu	Hamap
hmv	Hmong Dô
hmw	Hmong, Western Mashan
hmw	Miao, Western Mashan
hmw	Western Mashan Hmong
hmw	Western Mashan Miao
hmy	Hmong, Southern Guiyang
hmy	Miao, Southern Guiyang
hmy	Southern Guiyang Hmong
hmy	Southern Guiyang Miao
hmz	Hmong Shua
hmz	Miao, Sinicized
hmz	Sinicized Miao
hna	Mina (Cameroon)
hnd	Hindko, Southern
hnd	Southern Hindko
hne	Chhattisgarhi
hnh	//Ani
hnh	||Ani
hni	Hani
hnj	Hmong Njua
hnj	Mong Leng
hnj	Mong Njua
hnj	Sichuan Miao
hnn	Hanunoo
hnn	Hanunóo
hno	Hindko, Northern
hno	Northern Hindko
hns	Caribbean Hindustani
hns	Hindustani, Caribbean
hns	Hindustani, Sarnami
hns	Sarnámi Hindustani
hnu	Hung
hoa	Hoava
hob	Mari (Madang Province)
hoc	Ho
hoc	Varang Kshiti
hod	Holma
hoe	Horom
hoh	Hobyót
hoi	Holikachuk
hoj	Hadothi
hoj	Haroti
hol	Holu
hom	Homa
hoo	Holoholo
hop	Hopi
hor	Horo
hos	Ho Chi Minh City Sign Language
hot	Hote
hot	Malê
hov	Hovongan
how	Honi
hoy	Holiya
hoz	Hozo
hpo	Hpon
hps	Hawai'i Pidgin Sign Language
hps	Hawai'i Sign Language (HSL)
hps	Hawaii Sign Language
hra	Hrangkhol
hrc	Niwer Mil
hre	Hre
hrk	Haruku
hrm	Horned Miao
hrm	Miao, Horned
hro	Haroi
hrp	Nhirrpi
hrt	Hértevin
hru	Hruso
hrv	Croatian
hrv	Kroatisch
hrw	Warwar Feni
hrx	Hunsrik
hrz	Harzani
hsb	Obersorbisch
hsb	Sorbian, Upper
hsb	Upper Sorbian
hsh	Hungarian Sign Language
hsl	Hausa Sign Language
hsn	Chinese, Xiang
hsn	Nüshu
hsn	Xiang Chinese
hss	Harsusi
hti	Hoti
hto	Huitoto, Minica
hto	Minica Huitoto
hts	Hadza
htu	Hitu
htx	Hittite, Middle
htx	Middle Hittite
hub	Huambisa
huc	=/Hua
huc	‡Hua
hud	Huaulu
hue	Huave, San Francisco Del Mar
hue	Huave, San Francisco del Mar
hue	San Francisco Del Mar Huave
huf	Humene
hug	Huachipaeri
huh	Huilliche
hui	Huli
huj	Hmong, Northern Guiyang
huj	Miao, Northern Guiyang
huj	Northern Guiyang Hmong
huj	Northern Guiyang Miao
huk	Hulung
hul	Hula
hum	Hungana
hun	Hungarian
hun	Ungarisch
huo	Hu
hup	Hupa
huq	Tsat
hur	Halkomelem
hus	Huastec
hus	Huasteco
hut	Humla
huu	Huitoto, Murui
huu	Murui Huitoto
huv	Huave, San Mateo Del Mar
huv	Huave, San Mateo del Mar
huv	San Mateo Del Mar Huave
huw	Hukumina
hux	Huitoto, Nüpode
hux	Nüpode Huitoto
huy	Hulaulá
huz	Hunzib
hvc	Haitian Vodoun Culture Language
hve	Huave, San Dionisio Del Mar
hve	Huave, San Dionisio del Mar
hve	San Dionisio Del Mar Huave
hvk	Haveke
hvn	Hawu
hvn	Sabu
hvv	Huave, Santa María Del Mar
hvv	Huave, Santa María del Mar
hvv	Santa María Del Mar Huave
hwa	Wané
hwc	Creole English, Hawai'i
hwc	Hawai'i Creole English
hwc	Hawai'i Pidgin
hwc	Hawai’i Pidgin
hwo	Hwana
hya	Hya
hye	Armenian
hye	Armenisch
iai	Iaai
ian	Iatmul
iap	Iapama
iar	Purari
iba	Iban
ibb	Ibibio
ibd	Iwaidja
ibe	Akpes
ibg	Ibanag
ibl	Ibaloi
ibm	Agoi
ibn	Ibino
ibo	Igbo
ibr	Ibuoro
ibu	Ibu
iby	Ibani
ica	Ede Ica
ich	Etkywan
icl	Icelandic Sign Language
icr	Creole English, Islander
icr	Islander Creole English
ida	Idakho-Isukha-Tiriki
ida	Luidakho-Luisukha-Lutirichi
idb	Indo-Portuguese
idc	Ajiya
idc	Idon
idd	Ede Idaca
ide	Idere
idi	Idi
ido	I do
ido	Ido
idr	Indri
ids	Idesa
idt	Idaté
idu	Idoma
ifa	Amganad Ifugao
ifa	Ifugao, Amganad
ifb	Ayangan Ifugao
ifb	Batad Ifugao
ifb	Ifugao
ifb	Ifugao, Ayangan
ifb	Ifugao, Batad
ife	Ifè
iff	Ifo
ifk	Ifugao, Tuwali
ifk	Tuwali Ifugao
ifm	Teke-Fuumu
ifu	Ifugao, Mayoyao
ifu	Mayoyao Ifugao
ify	Kallahan, Keley-I
ify	Kallahan, Keley-i
ify	Keley-I Kallahan
igb	Ebira
ige	Igede
igg	Igana
igl	Igala
igm	Kanggape
ign	Ignaciano
igo	Isebe
igs	Interglossa
igw	Igwe
ihb	Iha Based Pidgin
ihi	Ihievbe
ihp	Iha
ihw	Bidhawal
iii	Nuosu
iii	Nuosu (Yi)
iii	Sichuan Yi
iii	Yi
iii	Yi, Sichuan
iin	Thiin
ijc	Izon
ije	Biseni
ijj	Ede Ije
ijn	Kalabari
ijs	Ijo, Southeast
ijs	Southeast Ijo
ike	Eastern Canadian Inuktitut
ike	Inuktitut, Eastern Canadian
iki	Iko
ikk	Ika
ikl	Ikulu
iko	Olulumo-Ikom
ikp	Ikpeshi
ikr	Ikaranggal
iks	Inuit Sign Language
ikt	Inuinnaqtun
ikt	Inuktitut, Western Canadian
ikt	Western Canadian Inuktitut
iku	Inuktitut
iku	Inutitut
ikv	Iku-Gora-Ankwa
ikw	Ikwere
ikx	Ik
ikz	Ikizu
ila	Ile Ape
ilb	Ila
ile	Interlingua
ile	Interlingue
ile	Occidental
ilg	Garig-Ilgar
ili	Ili Turki
ilk	Ilongot
ill	Iranun
ilo	Ilocano
ilo	Iloko
ils	International Sign
ilu	Ili'uun
ilu	Ili’uun
ilv	Ilue
ima	Mala Malasar
ima	Malasar, Mala
imi	Anamgura
iml	Miluk
imn	Imonda
imo	Imbongu
imr	Imroing
ims	Marsian
imy	Milyan
ina	Interlingua (International Auxiliary Language Association)
inb	Inga
ind	Indonesian
ind	Indonesisch
ing	Degexit'an
ing	Degexit’an
inh	Ingush
inj	Inga, Jungle
inj	Jungle Inga
inl	Indonesian Sign Language
inm	Minaean
inn	Isinai
ino	Inoke-Yate
inp	Iñapari
ins	Indian Sign Language
int	Intha
inz	Ineseño
ior	Inor
iou	Tuma-Irumu
iow	Iowa-Oto
ipi	Ipili
ipk	Inupiaq
ipk	Iñupiaq
ipo	Ipiko
iqu	Iquito
iqw	Ikwo
ire	Iresim
ire	Yeresiam
irh	Irarutu
iri	Irigwe
irk	Iraqw
irn	Irántxe
irr	Ir
iru	Irula
irx	Kamberau
iry	Iraya
isa	Isabi
isc	Isconahua
isd	Isnag
ise	Italian Sign Language
isg	Irish Sign Language
ish	Esan
isi	Nkem-Nkum
isk	Ishkashimi
isl	Icelandic
isl	Isländisch
ism	Masimasi
isn	Isanzu
iso	Isoko
isr	Israeli Sign Language
ist	Istriot
isu	Isu (Menchum Division)
ita	Italian
ita	Italienisch
itb	Binongan Itneg
itb	Itneg, Binongan
ite	Itene
iti	Inlaod Itneg
iti	Itneg, Inlaod
itk	Judeo-Italian
itl	Itelmen
itm	Itu Mbon Uzo
ito	Itonama
itr	Iteri
its	Isekiri
itt	Itneg, Maeng
itt	Maeng Itneg
itv	Itawit
itw	Ito
itx	Itik
ity	Itneg, Moyadan
ity	Moyadan Itneg
itz	Itza’
itz	Itzá
ium	Iu Mien
ium	Mien, Iu
ivb	Ibatan
ivv	Ivatan
iwk	I-Wak
iwk	I-wak
iwm	Iwam
iwo	Iwur
iwo	Morop
iws	Iwam, Sepik
iws	Sepik Iwam
ixc	Ixcatec
ixl	Ixil
iya	Iyayu
iyo	Mesaka
iyx	Yaka (Congo)
izh	Ingrian
izr	Izere
izz	Izii
jaa	Jamamadí
jab	Hyam
jac	Jakalteko
jac	Popti'
jad	Jahanka
jae	Yabem
jaf	Jara
jah	Jah Hut
jaj	Zazao
jak	Jakun
jal	Yalahatan
jam	Creole English, Jamaican
jam	Jamaican
jam	Jamaican Creole English
jan	Jandai
jao	Yanyuwa
jaq	Yaqay
jas	Javanese, New Caledonian
jas	New Caledonian Javanese
jat	Jakati
jau	Yaur
jav	Javanese
jax	Jambi Malay
jax	Malay, Jambi
jay	Yan-nhangu
jaz	Jawe
jbe	Judeo-Berber
jbi	Badjiri
jbj	Arandai
jbk	Barikewa
jbn	Nafusi
jbo	Lojban
jbr	Jofotek-Bromnya
jbt	Jabutí
jbu	Jukun Takum
jbw	Yawijibaya
jcs	Jamaican Country Sign Language
jct	Krimchak
jct	Krymchak
jda	Jad
jdg	Jadgali
jdt	Judeo-Tat
jdt	Juhuri
jeb	Jebero
jee	Jerung
jeg	Jeng
jeh	Jeh
jei	Yei
jek	Jeri Kuo
jel	Yelmek
jen	Dza
jer	Jere
jet	Manem
jeu	Jonkor Bourmataguil
jgb	Ngbee
jge	Judeo-Georgian
jgk	Gwak
jgo	Ngomba
jhi	Jehai
jhs	Jhankot Sign Language
jia	Jina
jib	Jibu
jic	Tol
jid	Bu
jie	Jilbe
jig	Djingili
jig	Jingulu
jih	Shangzhai
jih	sTodsde
jii	Jiiddu
jil	Jilim
jim	Jimi (Cameroon)
jio	Jiamao
jiq	Guanyinqiao
jiq	Lavrung
jit	Jita
jiu	Jinuo, Youle
jiu	Youle Jinuo
jiv	Shuar
jiy	Buyuan Jinuo
jiy	Jinuo, Buyuan
jje	Jejueo
jjr	Bankal
jkm	Karen, Mobwa
jkm	Mobwa Karen
jko	Kubo
jkp	Karen, Paku
jkp	Paku Karen
jkr	Koro (India)
jku	Labir
jle	Ngile
jls	Jamaican Sign Language
jma	Dima
jmb	Zumbun
jmc	Machame
jmd	Yamdena
jmi	Jimi
jmi	Jimi (Nigeria)
jml	Jumli
jmn	Makuri Naga
jmn	Naga, Makuri
jmr	Kamara
jms	Mashi (Nigeria)
jmw	Mouwase
jmx	Mixtec, Western Juxtlahuaca
jmx	Western Juxtlahuaca Mixtec
jna	Jangshung
jnd	Jandavra
jng	Yangman
jni	Janji
jnj	Yemsa
jnl	Rawat
jns	Jaunsari
job	Joba
jod	Wojenaka
jog	Jogi
jor	Jorá
jos	Jordanian Sign Language
jow	Jowulu
jpa	Aramaic, Jewish Palestinian
jpa	Jewish Palestinian Aramaic
jpn	Japanese
jpn	Japanese (kanji)
jpn	Japanisch
jpr	Dzhidi
jpr	Judeo-Persian
jqr	Jaqaru
jra	Jarai
jrb	Judeo-Arabic
jrr	Jiru
jrt	Jorto
jru	Japreria
jru	Japrería
jsl	Japanese Sign Language
jua	Júma
jub	Wannu
juc	Jurchen
jud	Worodougou
juh	Hõne
jui	Ngadjuri
juk	Wapan
jul	Jirel
jum	Jumjum
jun	Juang
juo	Jiba
jup	Hupdë
jur	Jurúna
jus	Jumla Sign Language
jut	Jutish
juu	Ju
juw	Wãpha
juy	Juray
jvd	Javindo
jvn	Caribbean Javanese
jvn	Javanese, Caribbean
jvn	Javanese, Suriname
jwi	Jwira-Pepesa
jya	Jiarong
jye	Arabic, Judeo-Yemeni
jye	Judeo-Yemeni Arabic
jyy	Jaya
kaa	Kara-Kalpak
kaa	Karakalpak
kab	Kabyle
kac	Jingpho
kac	Kachin
kad	Adara
kae	Ketangalan
kaf	Katso
kag	Kajaman
kah	Kara (Central African Republic)
kai	Karekare
kaj	Jju
kak	Kallahan, Kayapa
kak	Kayapa Kallahan
kal	Greenlandic
kal	Inuktitut, Greenlandic
kal	Kalaallisut
kam	Kamba (Kenya)
kan	Kannada
kao	Xaasongaxango
kap	Bezhta
kaq	Capanahua
kar	Karen
kas	Kashmiri
kas	Kashtwari
kat	Georgian
kat	Georgisch
kau	Kanuri
kav	Katukína
kaw	Kawi
kaw	Old Javanese
kax	Kao
kay	Kamayurá
kaz	Kazakh
kba	Kalarko
kbb	Kaxuiâna
kbc	Kadiwéu
kbd	Kabardian
kbe	Kanju
kbg	Khamba
kbh	Camsá
kbi	Kaptiau
kbj	Kari
kbk	Grass Koiari
kbk	Koiari, Grass
kbl	Kanembu
kbm	Iwal
kbn	Kare (Central African Republic)
kbo	Keliko
kbp	Kabiyè
kbq	Kamano
kbr	Kafa
kbs	Kande
kbt	Abadi
kbu	Kabutra
kbv	Dera (Indonesia)
kbw	Kaiep
kbx	Ap Ma
kby	Kanuri, Manga
